Date,Sales,Promo,SchoolHoliday,StateHolidayFlag,Open,Promo2,CompetitionDistance
2013-07-30,10064515,1.0,1,0,0.9991031390134529,0.5121076233183857,5404.901079136691
2013-07-31,10293490,1.0,1,0,0.9991031390134529,0.5121076233183857,5404.901079136691
2013-08-01,8783485,1.0,1,0,0.9982062780269059,0.5121076233183857,5404.901079136691
2013-08-02,8085626,1.0,1,0,0.9982062780269059,0.5121076233183857,5404.901079136691
2013-08-03,6320830,0.0,1,0,0.9982062780269059,0.5121076233183857,5404.901079136691
2013-08-04,252848,0.0,1,0,0.028699551569506727,0.5121076233183857,5404.901079136691
2013-08-05,7169893,0.0,1,0,0.9982062780269059,0.5121076233183857,5404.901079136691
2013-08-06,6366382,0.0,1,0,0.9982062780269059,0.5121076233183857,5404.901079136691
2013-08-07,6414477,0.0,1,0,0.9982062780269059,0.5121076233183857,5404.901079136691
2013-08-08,6430437,0.0,1,0,0.9919282511210762,0.5121076233183857,5404.901079136691
2013-08-09,6589299,0.0,1,0,1.0,0.5121076233183857,5404.901079136691
2013-08-10,5881545,0.0,1,0,1.0,0.5121076233183857,5404.901079136691
2013-08-11,243358,0.0,1,0,0.028699551569506727,0.5121076233183857,5404.901079136691
2013-08-12,11137198,1.0,1,0,1.0,0.5121076233183857,5404.901079136691
2013-08-13,9179490,1.0,1,0,1.0,0.5121076233183857,5404.901079136691
2013-08-14,8509505,1.0,1,0,1.0,0.5121076233183857,5404.901079136691
2013-08-15,7029537,1.0,1,1,0.8609865470852018,0.5121076233183857,5404.901079136691
2013-08-16,8137427,1.0,1,0,0.9982062780269059,0.5121076233183857,5404.901079136691
2013-08-17,5584570,0.0,0,0,0.9982062780269059,0.5121076233183857,5404.901079136691
2013-08-18,241793,0.0,0,0,0.028699551569506727,0.5121076233183857,5404.901079136691
2013-08-19,6391105,0.0,1,0,0.9982062780269059,0.5121076233183857,5404.901079136691
2013-08-20,5989832,0.0,1,0,0.9982062780269059,0.5121076233183857,5404.901079136691
2013-08-21,5696932,0.0,1,0,0.9982062780269059,0.5121076233183857,5404.901079136691
2013-08-22,5759988,0.0,1,0,0.9982062780269059,0.5121076233183857,5404.901079136691
2013-08-23,6035936,0.0,1,0,0.9982062780269059,0.5121076233183857,5404.901079136691
2013-08-24,5397910,0.0,0,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-08-25,225182,0.0,0,0,0.028699551569506727,0.5121076233183857,5404.901079136691
2013-08-26,10302422,1.0,1,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-08-27,8397061,1.0,1,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-08-28,7838558,1.0,1,0,0.9982062780269059,0.5121076233183857,5404.901079136691
2013-08-29,7970501,1.0,1,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-08-30,9221577,1.0,1,0,0.9991031390134529,0.5121076233183857,5404.901079136691
2013-08-31,6458023,0.0,0,0,0.9982062780269059,0.5121076233183857,5404.901079136691
2013-09-01,250990,0.0,0,0,0.029596412556053813,0.5121076233183857,5404.901079136691
2013-09-02,6834913,0.0,1,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-09-03,6322579,0.0,1,0,0.9955156950672646,0.5121076233183857,5404.901079136691
2013-09-04,5985810,0.0,1,0,0.9955156950672646,0.5121076233183857,5404.901079136691
2013-09-05,5843845,0.0,1,0,0.9955156950672646,0.5121076233183857,5404.901079136691
2013-09-06,6121373,0.0,1,0,0.9955156950672646,0.5121076233183857,5404.901079136691
2013-09-07,5795003,0.0,0,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-09-08,225500,0.0,0,0,0.028699551569506727,0.5121076233183857,5404.901079136691
2013-09-09,11058017,1.0,1,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-09-10,8946722,1.0,1,0,0.9964125560538116,0.5121076233183857,5404.901079136691
2013-09-11,8285894,1.0,1,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-09-12,8096007,1.0,0,0,0.9973094170403587,0.5121076233183857,5404.901079136691
2013-09-13,8371696,1.0,0,0,0.9982062780269059,0.5121076233183857,5404.901079136691
2013-09-14,5894325,0.0,0,0,0.9982062780269059,0.5121076233183857,5404.901079136691
2013-09-15,224076,0.0,0,0,0.028699551569506727,0.5121076233183857,5404.901079136691
2013-09-16,6130906,0.0,0,0,0.9982062780269059,0.5121076233183857,5404.901079136691
2013-09-17,5785061,0.0,0,0,0.9982062780269059,0.5121076233183857,5404.901079136691
2013-09-18,5438193,0.0,0,0,0.9991031390134529,0.5121076233183857,5404.901079136691
2013-09-19,5797033,0.0,0,0,0.9991031390134529,0.5121076233183857,5404.901079136691
2013-09-20,6042768,0.0,0,0,0.9991031390134529,0.5121076233183857,5404.901079136691
2013-09-21,5745122,0.0,0,0,0.9991031390134529,0.5121076233183857,5404.901079136691
2013-09-22,204164,0.0,0,0,0.028699551569506727,0.5121076233183857,5404.901079136691
2013-09-23,9449348,1.0,0,0,0.9991031390134529,0.5121076233183857,5404.901079136691
2013-09-24,7922441,1.0,0,0,0.9991031390134529,0.5121076233183857,5404.901079136691
2013-09-25,7390563,1.0,0,0,1.0,0.5121076233183857,5404.901079136691
2013-09-26,7489318,1.0,0,0,1.0,0.5121076233183857,5404.901079136691
2013-09-27,8267396,1.0,0,0,1.0,0.5121076233183857,5404.901079136691
2013-09-28,6245049,0.0,0,0,1.0,0.5121076233183857,5404.901079136691
2013-09-29,228875,0.0,0,0,0.029596412556053813,0.5121076233183857,5404.901079136691
2013-09-30,7660976,0.0,1,0,0.9991031390134529,0.5121076233183857,5404.901079136691
2013-10-01,6677200,0.0,1,0,1.0,0.5121076233183857,5404.901079136691
2013-10-02,7168893,0.0,1,0,1.0,0.5121076233183857,5404.901079136691
2013-10-03,285518,0.0,1,1,0.03587443946188341,0.5121076233183857,5404.901079136691
2013-10-04,8196635,0.0,1,0,1.0,0.5121076233183857,5404.901079136691
2013-10-05,6142021,0.0,1,0,1.0,0.5121076233183857,5404.901079136691
2013-10-06,217293,0.0,1,0,0.02780269058295964,0.5121076233183857,5404.901079136691
2013-10-07,11062400,1.0,1,0,1.0,0.5121076233183857,5404.901079136691
2013-10-08,8949093,1.0,1,0,1.0,0.5121076233183857,5404.901079136691
2013-10-09,8089729,1.0,1,0,1.0,0.5121076233183857,5404.901079136691
2013-10-10,7809827,1.0,1,0,1.0,0.5121076233183857,5404.901079136691
2013-10-11,8141538,1.0,1,0,1.0,0.5121076233183857,5404.901079136691
2013-10-12,6203651,0.0,1,0,1.0,0.5121076233183857,5404.901079136691
2013-10-13,227064,0.0,1,0,0.02780269058295964,0.5121076233183857,5404.901079136691
2013-10-14,6571405,0.0,1,0,1.0,0.5121076233183857,5404.901079136691
2013-10-15,5864402,0.0,1,0,1.0,0.5121076233183857,5404.901079136691
2013-10-16,5933839,0.0,1,0,1.0,0.5121076233183857,5404.901079136691
2013-10-17,5861163,0.0,1,0,1.0,0.5121076233183857,5404.901079136691
2013-10-18,6319569,0.0,1,0,1.0,0.5121076233183857,5404.901079136691
2013-10-19,5868927,0.0,1,0,1.0,0.5121076233183857,5404.901079136691
2013-10-20,208367,0.0,1,0,0.02780269058295964,0.5121076233183857,5404.901079136691
2013-10-21,9833873,1.0,1,0,1.0,0.5121076233183857,5404.901079136691
2013-10-22,7927560,1.0,1,0,1.0,0.5121076233183857,5404.901079136691
2013-10-23,7416700,1.0,1,0,1.0,0.5121076233183857,5404.901079136691
2013-10-24,7378657,1.0,1,0,1.0,0.5121076233183857,5404.901079136691
2013-10-25,7589058,1.0,1,0,1.0,0.5121076233183857,5404.901079136691
2013-10-26,5744750,0.0,0,0,1.0,0.5121076233183857,5404.901079136691
2013-10-27,218159,0.0,0,0,0.02780269058295964,0.5121076233183857,5404.901079136691
2013-10-28,5831815,0.0,1,0,1.0,0.5121076233183857,5404.901079136691
2013-10-29,6145546,0.0,1,0,1.0,0.5121076233183857,5404.901079136691
2013-10-30,6970004,0.0,1,0,1.0,0.5121076233183857,5404.901079136691
2013-10-31,6807674,0.0,1,1,0.852914798206278,0.5121076233183857,5404.901079136691
2013-11-01,3940492,0.0,1,1,0.48699551569506727,0.5121076233183857,5404.901079136691
2013-11-02,7410509,0.0,0,0,1.0,0.5121076233183857,5404.901079136691
2013-11-03,175864,0.0,0,0,0.016143497757847534,0.5121076233183857,5404.901079136691
2013-11-04,10568398,1.0,0,0,1.0,0.5121076233183857,5404.901079136691
2013-11-05,9306571,1.0,0,0,1.0,0.5121076233183857,5404.901079136691
2013-11-06,8224747,1.0,0,0,1.0,0.5121076233183857,5404.901079136691
2013-11-07,7951819,1.0,0,0,1.0,0.5121076233183857,5404.901079136691
2013-11-08,8443830,1.0,0,0,1.0,0.5121076233183857,5404.901079136691
2013-11-09,6566741,0.0,0,0,1.0,0.5121076233183857,5404.901079136691
2013-11-10,187852,0.0,0,0,0.015246636771300448,0.5121076233183857,5404.901079136691
