Date,Sales,Year,Month,DayOfWeek,WeekOfYear,Media_movil_7,Media_movil_30
2013-11-26,6673704,2013,11,2,48,6346538.142857143,6350686.7
2013-11-27,6725418,2013,11,3,48,6239810.285714285,6380473.466666667
2013-11-28,7262197,2013,11,4,48,6122345.714285715,6417695.166666667
2013-11-29,8803269,2013,11,5,48,6208654.714285715,6478804.0
2013-11-30,8614478,2013,11,6,48,6497426.285714285,6539030.8
2013-12-01,220033,2013,12,7,48,6500558.142857143,6415015.5
2013-12-02,12972440,2013,12,1,49,7324505.571428572,6600413.2
2013-12-03,10915444,2013,12,2,49,7930468.428571428,6958399.2
2013-12-04,10203870,2013,12,3,49,8427390.142857144,6946248.266666667
2013-12-05,10296749,2013,12,4,49,8860897.57142857,6979254.2
2013-12-06,8431475,2013,12,5,49,8807784.142857144,6986145.133333334
2013-12-07,7231141,2013,12,6,49,8610164.57142857,6962122.533333333
2013-12-08,190125,2013,12,7,49,8605892.0,6686999.033333333
2013-12-09,7607576,2013,12,1,50,7839482.857142857,6721693.533333333
2013-12-10,7458243,2013,12,2,50,7345597.0,6964039.9
2013-12-11,7364610,2013,12,3,50,6939988.428571428,6995400.966666667
2013-12-12,7520198,2013,12,4,50,6543338.285714285,7045969.266666667
2013-12-13,8012317,2013,12,5,50,6483458.571428572,7112090.6
2013-12-14,7938245,2013,12,6,50,6584473.428571428,7172022.0
2013-12-15,214032,2013,12,7,50,6587888.714285715,6954423.5
2013-12-16,15623548,2013,12,1,51,7733027.571428572,7255009.766666667
2013-12-17,13053993,2013,12,2,51,8532420.42857143,7683655.7
2013-12-18,12189674,2013,12,3,51,9221715.285714285,7739024.333333333
2013-12-19,11740273,2013,12,4,51,9824583.142857144,7833837.166666667
2013-12-20,12334496,2013,12,5,51,10442037.285714285,7995903.266666667
2013-12-21,10165366,2013,12,6,51,10760197.42857143,8065267.166666667
2013-12-22,263979,2013,12,7,51,10767332.714285715,7800762.933333334
2013-12-23,14350056,2013,12,1,52,10585405.285714285,8059328.9
2013-12-24,5232808,2013,12,2,52,9468093.142857144,8227152.166666667
2013-12-25,142585,2013,12,3,52,7747080.428571428,7991744.733333333
2013-12-26,188597,2013,12,4,52,6096841.0,7775574.5
2013-12-27,8168568,2013,12,5,52,5501708.428571428,7823679.5
2013-12-28,6726568,2013,12,6,52,5010451.571428572,7805825.2
2013-12-29,226553,2013,12,7,52,5005105.0,7519934.666666667
2013-12-30,10192135,2013,12,1,1,4411116.285714285,7572523.233333333
2013-12-31,4534864,2013,12,2,1,4311410.0,7716350.933333334
2014-01-01,118108,2014,1,3,1,4307913.285714285,7287873.2
2014-01-02,6980556,2014,1,4,1,5278193.142857143,7156710.266666667
2014-01-03,7024253,2014,1,5,1,5114719.571428572,7050723.033333333
2014-01-04,6357259,2014,1,6,1,5061961.142857143,6919406.7
2014-01-05,184905,2014,1,7,1,5056011.428571428,6644521.033333333
2014-01-06,8661727,2014,1,1,2,4837381.714285715,6692207.233333333
2014-01-07,10456932,2014,1,2,2,5683391.428571428,7034434.133333334
2014-01-08,8643239,2014,1,3,2,6901267.285714285,7068956.233333333
2014-01-09,8016642,2014,1,4,2,7049279.571428572,7087569.533333333
2014-01-10,8548672,2014,1,5,2,7267053.714285715,7127038.266666667
2014-01-11,6231179,2014,1,6,2,7249042.285714285,7084070.966666667
2014-01-12,175744,2014,1,7,2,7247733.571428572,6822851.866666666
2014-01-13,6089929,2014,1,1,3,6880333.857142857,6761241.333333333
2014-01-14,5785842,2014,1,2,3,6213035.285714285,6946968.333333333
2014-01-15,5779426,2014,1,3,3,5803919.142857143,6618830.933333334
2014-01-16,5720266,2014,1,4,3,5475865.428571428,6374373.366666666
2014-01-17,6332625,2014,1,5,3,5159287.285714285,6179138.4
2014-01-18,6213031,2014,1,6,3,5156694.714285715,5994897.0
2014-01-19,175778,2014,1,7,3,5156699.571428572,5589606.4
2014-01-20,10648819,2014,1,1,4,5807969.571428572,5605721.5
2014-01-21,8475207,2014,1,2,4,6192164.571428572,5879429.1
2014-01-22,7970289,2014,1,3,4,6505145.0,5666770.2
2014-01-23,7625568,2014,1,4,4,6777331.0,5746528.866666666
2014-01-24,7851977,2014,1,5,4,6994381.285714285,6003508.6
2014-01-25,5986034,2014,1,6,4,6961953.142857143,6196756.5
2014-01-26,160153,2014,1,7,4,6959721.0,5929809.333333333
2014-01-27,5689615,2014,1,1,5,6251263.285714285,5895244.233333333
2014-01-28,5790602,2014,1,2,5,5867748.285714285,6080712.533333333
2014-01-29,5809489,2014,1,3,5,5559062.571428572,5934624.333333333
2014-01-30,6313068,2014,1,4,5,5371562.571428572,5993897.8
2014-01-31,7935853,2014,1,5,5,5383544.857142857,6254489.3
2014-02-01,6934170,2014,2,6,5,5518992.857142857,6252943.1
2014-02-02,214940,2014,2,7,5,5526819.571428572,6025966.0
2014-02-03,11757740,2014,2,1,6,6393694.571428572,6205982.033333333
2014-02-04,9651472,2014,2,2,6,6945247.428571428,6521534.266666667
2014-02-05,8456987,2014,2,3,6,7323461.428571428,6514709.6
2014-02-06,8226263,2014,2,4,6,7596775.0,6440353.966666667
2014-02-07,8075318,2014,2,5,6,7616698.571428572,6421423.266666667
2014-02-08,6387706,2014,2,6,6,7538632.285714285,6367125.4
2014-02-09,190226,2014,2,7,6,7535101.714285715,6088510.533333333
2014-02-10,6451410,2014,2,1,7,6777054.571428572,6095851.566666666
